Table S18. Utilization of trace metals and vitamins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Strain,Habitat,BlmFreq,BlmType,ctaA,pacS,Atx,copABC,cueO,fhuBDC,fecBEDC1,futCBA,fecBED2,fecEDB3,futA1A2BC,feoAB,feoC,sufBCD,sfuA,sfuB,sfuC,mntABC,mgtACE,corA,corC,nikMNOQ,nikABCDE,btuFCD,bioYMN,pnuX,impX,slr0642,pnuC
Leptolyngbya_sp._PCC_6406,F,1,O,1|s,2|s,0|s,0|3|5|A3B2C0,0|s,0|3|0|B0C0D0,0|4|1|B1C0D0E0,1|3|5|A2B2C1,1|3|4|B1D1E2,0|3|0|B0D0E0,0|4|5|A0B0C5D0,1|2|2|A1B1,0|s,1|3|5|B1C3D1,0|s,0|s,0|s,1|3|7|A3B3C1,0|3|6|A4C0E2,0|s,2|s,0|4|4|M0N0O4Q0,3|5|17|A4B3C3D3E4,0|3|1|C0D1F0,0|3|1|M1N0Y0,0|s,0|s,1|s,0|s
Lyngbya_majuscula_3L,M,19,F,1|s,3|s,0|s,1|3|6|A2B3C1,0|s,0|3|1|B0C1D0,0|4|0|B0C0D0E0,0|3|1|A0B0C1,0|3|0|B0D0E0,0|3|1|B0D0E1,0|4|3|A1B1C1D0,0|2|1|A0B1,0|s,1|3|4|B1C2D1,0|s,0|s,0|s,2|3|7|A3B2C2,0|3|2|A1C0E1,0|s,2|s,0|4|4|M1N0O2Q1,3|5|18|A5B3C3D4E3,0|3|0|C0D0F0,0|3|3|M3N0Y0,0|s,0|s,0|s,0|s
Lyngbya_sp._PCC_8106,M,19,F,1|s,4|s,0|s,1|3|8|A5B2C1,1|s,0|3|0|B0C0D0,0|4|0|B0C0D0E0,0|3|3|A0B0C3,0|3|0|B0D0E0,0|3|0|B0D0E0,0|4|4|A1B1C2D0,0|2|1|A0B1,0|s,1|3|4|B1C2D1,0|s,0|s,0|s,3|3|9|A3B3C3,0|3|4|A3C0E1,1|s,3|s,0|4|4|M0N0O4Q0,3|5|18|A4B3C3D4E4,0|3|1|C0D1F0,0|3|0|M0N0Y0,0|s,0|s,1|s,1|s
Microcystis_aeruginosa_DIANCHI905,F,403,F,1|s,3|s,0|s,0|3|5|A3B2C0,0|s,0|3|0|B0C0D0,0|4|0|B0C0D0E0,0|3|1|A0B0C1,0|3|0|B0D0E0,0|3|0|B0D0E0,0|4|3|A1B1C1D0,1|2|2|A1B1,0|s,1|3|7|B2C4D1,0|s,0|s,0|s,2|3|6|A2B2C2,0|3|4|A3C0E1,2|s,2|s,0|4|4|M1N0O3Q0,2|5|14|A3B3C3D3E2,0|3|1|C0D1F0,0|3|1|M1N0Y0,0|s,0|s,1|s,0|s
Microcystis_aeruginosa_NIES-843,F,403,F,1|s,3|s,0|s,0|3|4|A3B1C0,0|s,0|3|0|B0C0D0,0|4|0|B0C0D0E0,0|3|2|A0B0C2,0|3|0|B0D0E0,0|3|1|B0D0E1,0|4|3|A1B1C1D0,1|2|2|A1B1,0|s,1|3|6|B1C4D1,0|s,0|s,0|s,2|3|6|A2B2C2,0|3|4|A4C0E0,2|s,2|s,0|4|5|M1N0O4Q0,2|5|13|A3B3C3D2E2,0|3|1|C0D1F0,0|3|1|M1N0Y0,0|s,0|s,1|s,0|s
Microcystis_aeruginosa_PCC_7941,F,403,F,1|s,3|s,0|s,0|3|5|A3B2C0,0|s,0|3|0|B0C0D0,0|4|0|B0C0D0E0,0|3|2|A0B0C2,0|3|0|B0D0E0,0|3|1|B0D0E1,0|4|3|A1B1C1D0,1|2|2|A1B1,0|s,1|3|6|B1C4D1,0|s,0|s,0|s,2|3|6|A2B2C2,0|3|4|A4C0E0,2|s,2|s,0|4|6|M1N0O5Q0,2|5|13|A3B3C3D2E2,0|3|1|C0D1F0,0|3|1|M1N0Y0,0|s,0|s,1|s,0|s
Microcystis_aeruginosa_PCC_9432,F,403,F,1|s,3|s,0|s,0|3|5|A3B2C0,0|s,0|3|0|B0C0D0,0|4|0|B0C0D0E0,0|3|2|A0B0C2,0|3|0|B0D0E0,0|3|0|B0D0E0,0|4|3|A1B1C1D0,1|2|2|A1B1,0|s,1|3|6|B1C4D1,0|s,0|s,0|s,2|3|6|A2B2C2,0|3|3|A3C0E0,2|s,2|s,0|4|6|M1N0O5Q0,2|5|14|A3B3C3D3E2,0|3|1|C0D1F0,0|3|2|M2N0Y0,0|s,0|s,1|s,0|s
Microcystis_aeruginosa_PCC_9443,F,403,F,1|s,3|s,0|s,0|3|6|A3B3C0,0|s,0|3|0|B0C0D0,0|4|0|B0C0D0E0,0|3|2|A0B0C2,0|3|0|B0D0E0,0|3|0|B0D0E0,0|4|3|A1B1C1D0,1|2|2|A1B1,0|s,1|3|5|B1C3D1,0|s,0|s,0|s,2|3|6|A2B2C2,0|3|5|A5C0E0,2|s,1|s,0|4|5|M1N0O4Q0,2|5|12|A2B3C3D2E2,0|3|1|C0D1F0,0|3|1|M1N0Y0,0|s,0|s,1|s,0|s
Microcystis_aeruginosa_PCC_9701,F,403,F,1|s,3|s,0|s,0|3|7|A3B4C0,0|s,0|3|0|B0C0D0,0|4|0|B0C0D0E0,0|3|2|A0B0C2,0|3|0|B0D0E0,0|3|0|B0D0E0,0|4|3|A1B1C1D0,1|2|2|A1B1,0|s,1|3|7|B1C5D1,0|s,0|s,0|s,2|3|6|A2B2C2,0|3|2|A2C0E0,2|s,2|s,0|4|5|M0N0O5Q0,2|5|13|A3B3C3D2E2,0|3|1|C0D1F0,0|3|1|M1N0Y0,0|s,0|s,1|s,0|s
Microcystis_aeruginosa_PCC_9717,F,403,F,1|s,3|s,0|s,0|3|6|A3B3C0,0|s,0|3|0|B0C0D0,0|4|0|B0C0D0E0,0|3|2|A0B0C2,0|3|0|B0D0E0,0|3|1|B0D0E1,0|4|3|A1B1C1D0,1|2|2|A1B1,0|s,1|3|8|B1C6D1,0|s,0|s,0|s,2|3|6|A2B2C2,0|3|4|A4C0E0,2|s,2|s,0|4|5|M1N0O4Q0,2|5|13|A3B3C3D2E2,0|3|1|C0D1F0,0|3|0|M0N0Y0,0|s,0|s,1|s,0|s
