Table S11. CCM.,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Strain,Habitat,BlmFreq,BlmType,icfA,ccmKLMNO,bicA,cmpABCD,ndhF3-D3-chpY,ndhF4D4-chpX,sbtA,rbcLS,,,,,,,,,,,,,,,,
Planktothrix_agardhii_NIVA-CYA_15,F,40,F,2|s,1|5|7|K3L1M1N1O1,3|s,2|4|9|A2B3C2D2,0|3|3|D0F2Y1,1|3|6|D4F1X1,2|s,1|2|3|L2S1,,,,,,,,,,,,,,,,
Planktothrix_agardhii_NIVA-CYA_34,F,40,F,3|s,1|5|7|K3L1M1N1O1,2|s,2|4|10|A2B4C2D2,0|3|3|D0F2Y1,1|3|6|D4F1X1,1|s,1|2|3|L2S1,,,,,,,,,,,,,,,,
Planktothrix_agardhii_NIVA-CYA_56/3,F,40,F,2|s,1|5|7|K3L1M1N1O1,2|s,2|4|9|A2B3C2D2,0|3|3|D0F2Y1,1|3|6|D4F1X1,2|s,1|2|3|L2S1,,,,,,,,,,,,,,,,
Planktothrix_mougeotii_NIVA-CYA_405,F,40,F,3|s,0|5|6|K3L1M0N1O1,2|s,2|4|10|A2B4C2D2,0|3|3|D0F2Y1,1|3|6|D4F1X1,1|s,1|2|3|L2S1,,,,,,,,,,,,,,,,
Planktothrix_prolifica_NIVA-CYA_406,F,40,F,2|s,1|5|7|K3L1M1N1O1,1|s,2|4|9|A2B3C2D2,0|3|3|D0F2Y1,1|3|6|D4F1X1,1|s,1|2|3|L2S1,,,,,,,,,,,,,,,,
Planktothrix_prolifica_NIVA-CYA_540,F,40,F,3|s,1|5|7|K3L1M1N1O1,2|s,2|4|10|A2B4C2D2,0|3|3|D0F2Y1,1|3|6|D4F1X1,2|s,1|2|3|L2S1,,,,,,,,,,,,,,,,
Planktothrix_rubescens_NIVA-CYA_407,F,40,F,2|s,1|5|7|K3L1M1N1O1,1|s,2|4|9|A2B3C2D2,0|3|3|D0F2Y1,1|3|6|D4F1X1,1|s,1|2|3|L2S1,,,,,,,,,,,,,,,,
Planktothrix_rubescens_NIVA-CYA_98,F,40,F,2|s,1|5|7|K3L1M1N1O1,1|s,2|4|9|A2B3C2D2,0|3|3|D0F2Y1,1|3|6|D4F1X1,1|s,1|2|3|L2S1,,,,,,,,,,,,,,,,
Pleurocapsa_sp._PCC_7319,F,0,N,3|s,1|5|9|K5L1M1N1O1,6|s,0|4|5|A1B2C0D2,0|3|2|D0F1Y1,1|3|9|D5F3X1,1|s,1|2|2|L1S1,,,,,,,,,,,,,,,,
Prochlorococcus_marinus_bv._HNLC1,M,0,N,0|s,0|5|0|K0L0M0N0O0,4|s,0|4|0|A0B0C0D0,0|3|0|D0F0Y0,0|3|0|D0F0X0,2|s,3|2|6|L3S3,,,,,,,,,,,,,,,,
