Table S16. Sulfur utilization.,,,,,,,,,,,,,,,,,,,
#Strain,Habitat,BlmFreq,BlmType,cysATWP,sat,cysH,sir,cysC,tauABCD,ssuABCDE,sulP,cysZ,sll1080-2,srpKLM,sc8g1220-22,cysGIJ,cysKM,cysE,cysDN
Nostoc_sp._PCC_7107,F,4,O,1|4|8|A3P1T2W2,1|s,1|s,2|s,1|s,0|4|2|A0B0C1D1,0|5|4|A2B1C1D0E0,0|s,0|s,0|3|1|A1B0C0,0|3|4|K0L2M2,0|3|3|A0B3C0,0|3|2|G1I0J1,0|2|4|K4M0,3|s,0|2|1|D0N1
Nostoc_sp._PCC_7120,F,4,O,1|4|10|A4P1T3W2,1|s,1|s,2|s,0|s,0|4|0|A0B0C0D0,0|5|0|A0B0C0D0E0,3|s,0|s,0|3|2|A0B0C2,1|3|8|K1L5M2,0|3|5|A2B3C0,0|3|3|G2I1J0,0|2|5|K5M0,2|s,0|2|1|D0N1
Nostoc_sp._PCC_7524,F,4,O,1|4|9|A3P1T2W3,1|s,1|s,2|s,1|s,0|4|0|A0B0C0D0,0|5|2|A0B1C1D0E0,1|s,0|s,0|3|2|A0B0C2,2|3|11|K2L6M3,0|3|3|A1B2C0,0|3|3|G2I1J0,1|2|3|K2M1,2|s,0|2|1|D0N1
Oscillatoria_formosa_PCC_6407,F,15,F,1|4|14|A8P1T4W1,1|s,1|s,2|s,1|s,0|4|1|A0B1C0D0,0|5|1|A1B0C0D0E0,4|s,1|s,1|3|6|A2B1C3,0|3|5|K0L3M2,0|3|2|A1B1C0,0|3|2|G2I0J0,1|2|3|K2M1,4|s,0|2|1|D0N1
Oscillatoria_nigro-viridis_PCC_7112,F,15,F,1|4|14|A7P1T5W1,1|s,1|s,2|s,1|s,0|4|0|A0B0C0D0,0|5|2|A1B0C0D0E1,0|s,1|s,2|3|9|A4B2C3,0|3|6|K0L4M2,0|3|4|A1B3C0,0|3|3|G2I1J0,1|2|4|K3M1,3|s,0|2|2|D0N2
Planktothrix_agardhii_NIVA-CYA_126/8,F,41,F,1|4|11|A4P1T4W2,1|s,1|s,3|s,1|s,0|4|1|A0B1C0D0,0|5|1|A1B0C0D0E0,2|s,0|s,1|3|5|A2B2C1,1|3|6|K1L4M1,0|3|3|A1B2C0,0|3|3|G3I0J0,0|2|2|K2M0,1|s,0|2|2|D0N2
Planktothrix_agardhii_NIVA-CYA_15,F,40,F,1|4|11|A5P1T4W1,1|s,1|s,3|s,1|s,0|4|1|A0B1C0D0,0|5|1|A1B0C0D0E0,3|s,0|s,1|3|6|A3B2C1,1|3|6|K1L4M1,0|3|3|A1B2C0,0|3|3|G3I0J0,0|2|2|K2M0,3|s,0|2|1|D0N1
Planktothrix_agardhii_NIVA-CYA_34,F,40,F,2|4|14|A5P3T4W2,1|s,1|s,3|s,1|s,0|4|1|A0B1C0D0,1|5|6|A2B1C1D1E1,2|s,0|s,1|3|7|A4B2C1,1|3|6|K1L4M1,0|3|3|A1B2C0,0|3|3|G3I0J0,0|2|2|K2M0,1|s,0|2|2|D0N2
Planktothrix_agardhii_NIVA-CYA_56/3,F,40,F,2|4|13|A5P2T4W2,1|s,1|s,3|s,1|s,0|4|1|A0B1C0D0,0|5|1|A1B0C0D0E0,2|s,0|s,1|3|6|A3B2C1,1|3|6|K1L4M1,0|3|3|A1B2C0,0|3|3|G3I0J0,0|2|2|K2M0,2|s,0|2|1|D0N1
Planktothrix_mougeotii_NIVA-CYA_405,F,40,F,2|4|14|A5P3T4W2,1|s,1|s,3|s,1|s,0|4|1|A0B1C0D0,1|5|6|A2B1C1D1E1,2|s,0|s,1|3|7|A4B2C1,1|3|6|K1L4M1,0|3|3|A1B2C0,0|3|3|G3I0J0,0|2|2|K2M0,1|s,0|2|2|D0N2
Planktothrix_prolifica_NIVA-CYA_406,F,40,F,1|4|12|A5P1T4W2,1|s,1|s,3|s,1|s,0|4|1|A0B1C0D0,0|5|1|A1B0C0D0E0,1|s,0|s,1|3|5|A2B2C1,1|3|6|K1L4M1,0|3|3|A1B2C0,0|3|3|G3I0J0,0|2|2|K2M0,1|s,0|2|1|D0N1
Planktothrix_prolifica_NIVA-CYA_540,F,40,F,2|4|14|A5P3T4W2,1|s,1|s,3|s,1|s,0|4|1|A0B1C0D0,1|5|6|A2B1C1D1E1,2|s,0|s,1|3|7|A4B2C1,1|3|6|K1L4M1,0|3|3|A1B2C0,0|3|3|G3I0J0,0|2|2|K2M0,1|s,0|2|2|D0N2
Planktothrix_rubescens_NIVA-CYA_407,F,40,F,1|4|10|A4P1T4W1,1|s,1|s,3|s,1|s,0|4|1|A0B1C0D0,0|5|1|A1B0C0D0E0,1|s,0|s,1|3|5|A2B2C1,1|3|6|K1L4M1,0|3|3|A1B2C0,0|3|3|G3I0J0,0|2|2|K2M0,1|s,0|2|1|D0N1
Planktothrix_rubescens_NIVA-CYA_98,F,40,F,1|4|12|A5P1T4W2,1|s,1|s,3|s,1|s,0|4|1|A0B1C0D0,0|5|1|A1B0C0D0E0,1|s,0|s,1|3|5|A2B2C1,1|3|6|K1L4M1,0|3|3|A1B2C0,0|3|3|G3I0J0,0|2|2|K2M0,1|s,0|2|1|D0N1
Pleurocapsa_sp._PCC_7319,F,0,N,0|4|6|A4P0T2W0,1|s,2|s,2|s,1|s,0|4|0|A0B0C0D0,0|5|0|A0B0C0D0E0,6|s,1|s,2|3|7|A3B2C2,0|3|2|K0L1M1,0|3|1|A0B1C0,0|3|2|G2I0J0,0|2|3|K3M0,4|s,0|2|0|D0N0
Prochlorococcus_marinus_bv._HNLC1,M,0,N,0|4|0|A0P0T0W0,2|s,2|s,2|s,2|s,0|4|0|A0B0C0D0,0|5|0|A0B0C0D0E0,5|s,0|s,0|3|0|A0B0C0,0|3|0|K0L0M0,0|3|0|A0B0C0,0|3|2|G2I0J0,0|2|6|K6M0,2|s,0|2|7|D0N7
Prochlorococcus_marinus_str._EQPAC1,M,0,N,0|4|0|A0P0T0W0,1|s,1|s,1|s,1|s,0|4|0|A0B0C0D0,0|5|0|A0B0C0D0E0,2|s,0|s,0|3|0|A0B0C0,0|3|2|K0L1M1,0|3|1|A0B1C0,0|3|1|G1I0J0,0|2|2|K2M0,1|s,0|2|0|D0N0
Prochlorococcus_marinus_str._GP2,M,0,N,0|4|0|A0P0T0W0,1|s,1|s,1|s,1|s,0|4|0|A0B0C0D0,0|5|0|A0B0C0D0E0,2|s,0|s,0|3|0|A0B0C0,0|3|0|K0L0M0,0|3|0|A0B0C0,0|3|1|G1I0J0,0|2|2|K2M0,1|s,0|2|1|D0N1
Prochlorococcus_marinus_str._LG,M,0,N,0|4|1|A0P0T1W0,1|s,1|s,1|s,1|s,0|4|0|A0B0C0D0,0|5|0|A0B0C0D0E0,2|s,0|s,0|3|0|A0B0C0,0|3|0|K0L0M0,0|3|0|A0B0C0,0|3|1|G1I0J0,0|2|2|K2M0,1|s,0|2|1|D0N1
