Table S17. Sugar utilization.,,,,,,,,,,,,,
#Strain,Habitat,BlmFreq,BlmType,rfbAB,ehiEFG,aglEFGK,malKFGE,lamB,ybfM,ngcEFG,acs,nagA,nagB
Planktothrix_agardhii_NIVA-CYA_15,F,40,F,1|2|3|A1B2,1|3|3|E1F1G1,0|4|4|E0F0G0K4,1|4|5|E1F1G1K2,0|s,0|s,0|3|0|E0F0G0,5|s,1|s,0|s
Planktothrix_agardhii_NIVA-CYA_34,F,40,F,1|2|3|A1B2,1|3|3|E1F1G1,0|4|4|E0F0G0K4,1|4|5|E1F1G1K2,0|s,0|s,0|3|0|E0F0G0,5|s,1|s,0|s
Planktothrix_agardhii_NIVA-CYA_56/3,F,40,F,1|2|3|A1B2,1|3|3|E1F1G1,0|4|3|E0F0G0K3,1|4|5|E1F1G1K2,0|s,0|s,0|3|0|E0F0G0,6|s,1|s,0|s
Planktothrix_mougeotii_NIVA-CYA_405,F,40,F,1|2|3|A1B2,1|3|3|E1F1G1,0|4|3|E0F0G0K3,1|4|5|E1F1G1K2,0|s,0|s,0|3|0|E0F0G0,5|s,1|s,0|s
Planktothrix_prolifica_NIVA-CYA_406,F,40,F,1|2|3|A1B2,1|3|3|E1F1G1,0|4|4|E0F0G0K4,1|4|4|E1F1G1K1,0|s,0|s,0|3|0|E0F0G0,7|s,1|s,0|s
Planktothrix_prolifica_NIVA-CYA_540,F,40,F,1|2|3|A1B2,1|3|3|E1F1G1,0|4|3|E0F0G0K3,1|4|5|E1F1G1K2,0|s,0|s,0|3|0|E0F0G0,5|s,1|s,0|s
Planktothrix_rubescens_NIVA-CYA_407,F,40,F,1|2|3|A1B2,1|3|3|E1F1G1,0|4|4|E0F0G0K4,1|4|5|E1F1G1K2,0|s,0|s,0|3|0|E0F0G0,7|s,1|s,0|s
Planktothrix_rubescens_NIVA-CYA_98,F,40,F,1|2|3|A1B2,1|3|3|E1F1G1,0|4|3|E0F0G0K3,1|4|5|E1F1G1K2,0|s,0|s,0|3|0|E0F0G0,7|s,1|s,0|s
Pleurocapsa_sp._PCC_7319,F,0,N,3|2|8|A3B5,2|3|7|E2F3G2,0|4|3|E0F0G0K3,1|4|6|E2F1G2K1,0|s,0|s,0|3|0|E0F0G0,8|s,1|s,1|s
Prochlorococcus_marinus_bv._HNLC1,M,0,N,0|2|0|A0B0,0|3|0|E0F0G0,0|4|0|E0F0G0K0,0|4|0|E0F0G0K0,0|s,0|s,0|3|0|E0F0G0,7|s,0|s,0|s
